,number_in_party,language,destination,method_of_travel,departure_date,company,country_of_origin,destination_city,arrival_date
9698,4,Spanish,Massachusetts,Air,2021-12-11,American,Brazil,Weymouth,2021-12-11
9699,3,Spanish,New Jersey,Air,2021-12-11,American,Colombia,Elizabeth,2021-12-11
9699,3,Spanish,New Jersey,Air,2021-12-11,American,Colombia,Elizabeth,2021-12-11
9699,3,Spanish,New Jersey,Air,2021-12-11,American,Colombia,Elizabeth,2021-12-11
9700,2,Spanish,New York,Air,2021-12-11,Southwest,Ecuador,Corona,2021-12-11
9700,2,Spanish,New York,Air,2021-12-11,Southwest,Ecuador,Corona,2021-12-11
9701,5,Spanish,Z,Air,2021-12-11,Delta,Brazil,Z,2021-12-11
9701,5,Spanish,Z,Air,2021-12-11,Delta,Brazil,Z,2021-12-11
9701,5,Spanish,Z,Air,2021-12-11,Delta,Brazil,Z,2021-12-11
9701,5,Spanish,Z,Air,2021-12-11,Delta,Brazil,Z,2021-12-11
9701,5,Spanish,Z,Air,2021-12-11,Delta,Brazil,Z,2021-12-11
9702,4,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Palm Bay,2021-12-11
9702,4,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Palm Bay,2021-12-11
9702,4,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Palm Bay,2021-12-11
9702,4,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Palm Bay,2021-12-11
9703,4,Portuguese (Brazil),Connecticut,Air,2021-12-11,American,Brazil,W Hartford,2021-12-11
9703,4,Portuguese (Brazil),Connecticut,Air,2021-12-11,American,Brazil,W Hartford,2021-12-11
9703,4,Portuguese (Brazil),Connecticut,Air,2021-12-11,American,Brazil,W Hartford,2021-12-11
9703,4,Portuguese (Brazil),Connecticut,Air,2021-12-11,American,Brazil,W Hartford,2021-12-11
9704,2,Spanish,Florida,,2021-12-11,,Venezuela,Orlando,2021-12-11
9704,2,Spanish,Florida,,2021-12-11,,Venezuela,Orlando,2021-12-11
9705,2,Spanish,Florida,Air,2021-12-11,Southwest,Venezuela,Orlando,2021-12-11
9705,2,Spanish,Florida,Air,2021-12-11,Southwest,Venezuela,Orlando,2021-12-11
9706,4,Spanish,Oklahoma,Air,2021-12-11,American,Venezuela,Tulsa,2021-12-11
9706,4,Spanish,Oklahoma,Air,2021-12-11,American,Venezuela,Tulsa,2021-12-11
9706,4,Spanish,Oklahoma,Air,2021-12-11,American,Venezuela,Tulsa,2021-12-11
9706,4,Spanish,Oklahoma,Air,2021-12-11,American,Venezuela,Tulsa,2021-12-11
9707,4,Portuguese (Brazil),New York,Air,2021-12-11,American,Brazil,Troy,2021-12-11
9707,4,Portuguese (Brazil),New York,Air,2021-12-11,American,Brazil,Troy,2021-12-11
9707,4,Portuguese (Brazil),New York,Air,2021-12-11,American,Brazil,Troy,2021-12-11
9707,4,Portuguese (Brazil),New York,Air,2021-12-11,American,Brazil,Troy,2021-12-11
9708,2,Spanish,Texas,Air,2021-12-11,American,Venezuela,Houston,2021-12-11
9708,2,Spanish,Texas,Air,2021-12-11,American,Venezuela,Houston,2021-12-11
9709,3,Portuguese (Brazil),New Jersey,Air,2021-12-11,American,Brazil,Riverside,2021-12-11
9709,3,Portuguese (Brazil),New Jersey,Air,2021-12-11,American,Brazil,Riverside,2021-12-11
9709,3,Portuguese (Brazil),New Jersey,Air,2021-12-11,American,Brazil,Riverside,2021-12-11
9710,2,Spanish,California,Air,2021-12-11,American,Nicaragua,Richmond,2021-12-11
9710,2,Spanish,California,Air,2021-12-11,American,Nicaragua,Richmond,2021-12-11
9711,2,Spanish,Minnesota,Air,2021-12-11,Sun Country,Nicaragua,Minneapolis,2021-12-11
9711,2,Spanish,Minnesota,Air,2021-12-11,Sun Country,Nicaragua,Minneapolis,2021-12-11
9712,3,Spanish,California,Air,2021-12-11,American,Colombia,Santa Ana,2021-12-11
9712,3,Spanish,California,Air,2021-12-11,American,Colombia,Santa Ana,2021-12-11
9712,3,Spanish,California,Air,2021-12-11,American,Colombia,Santa Ana,2021-12-11
9713,3,Uzbek,New York,Air,2021-12-11,Southwest,Uzbekistan,Brooklyn,2021-12-11
9713,3,Uzbek,New York,Air,2021-12-11,Southwest,Uzbekistan,Brooklyn,2021-12-11
9713,3,Uzbek,New York,Air,2021-12-11,Southwest,Uzbekistan,Brooklyn,2021-12-11
9714,3,Spanish,Florida,Bus,2021-12-11,Flixbus (6th St),Venezuela,Orlando,2021-12-11
9714,3,Spanish,Florida,Bus,2021-12-11,Flixbus (6th St),Venezuela,Orlando,2021-12-11
9714,3,Spanish,Florida,Bus,2021-12-11,Flixbus (6th St),Venezuela,Orlando,2021-12-11
9715,3,Hindi,California,Air,2021-12-11,Southwest,India,Fremont,2021-12-11
9715,3,Hindi,California,Air,2021-12-11,Southwest,India,Fremont,2021-12-11
9715,3,Hindi,California,Air,2021-12-11,Southwest,India,Fremont,2021-12-11
9716,3,Spanish,Texas,Air,2021-12-11,American,Venezuela,Dallas,2021-12-11
9716,3,Spanish,Texas,Air,2021-12-11,American,Venezuela,Dallas,2021-12-11
9716,3,Spanish,Texas,Air,2021-12-11,American,Venezuela,Dallas,2021-12-11
9717,3,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Jacksonville,2021-12-11
9717,3,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Jacksonville,2021-12-11
9717,3,Portuguese (Brazil),Florida,Air,2021-12-11,American,Brazil,Jacksonville,2021-12-11
9718,3,Spanish,Florida,Air,2021-12-11,American,Venezuela,Hollywood,2021-12-11
9718,3,Spanish,Florida,Air,2021-12-11,American,Venezuela,Hollywood,2021-12-11
9718,3,Spanish,Florida,Air,2021-12-11,American,Venezuela,Hollywood,2021-12-11
9719,2,Portuguese (Brazil),Massachusetts,Air,2021-12-11,United,Brazil,Worcester,2021-12-11
9719,2,Portuguese (Brazil),Massachusetts,Air,2021-12-11,United,Brazil,Worcester,2021-12-11
9720,2,Portuguese (Brazil),Minnesota,Air,2021-12-11,,Brazil,Savage,2021-12-11
9720,2,Portuguese (Brazil),Minnesota,Air,2021-12-11,,Brazil,Savage,2021-12-11
9721,2,Portuguese (Brazil),New Jersey,Air,2021-12-11,American,Brazil,Newark,2021-12-11
9721,2,Portuguese (Brazil),New Jersey,Air,2021-12-11,American,Brazil,Newark,2021-12-11
9722,4,Spanish,Florida,Air,2021-12-11,Southwest,Cuba,Miami,2021-12-11
9722,4,Spanish,Florida,Air,2021-12-11,Southwest,Cuba,Miami,2021-12-11
9722,4,Spanish,Florida,Air,2021-12-11,Southwest,Cuba,Miami,2021-12-11
9722,4,Spanish,Florida,Air,2021-12-11,Southwest,Cuba,Miami,2021-12-11
9723,3,Spanish,New Jersey,Air,2021-12-11,American,Venezuela,Newark,2021-12-11
9723,3,Spanish,New Jersey,Air,2021-12-11,American,Venezuela,Newark,2021-12-11
9723,3,Spanish,New Jersey,Air,2021-12-11,American,Venezuela,Newark,2021-12-11
9724,3,Spanish,Virginia,Air,2021-12-11,Delta,Venezuela,Richmond,2021-12-11
9724,3,Spanish,Virginia,Air,2021-12-11,Delta,Venezuela,Richmond,2021-12-11
9724,3,Spanish,Virginia,Air,2021-12-11,Delta,Venezuela,Richmond,2021-12-11
9725,4,Portuguese (Brazil),Florida,Air,2021-12-11,Delta,Brazil,Lehigh Acres,2021-12-11
9725,4,Portuguese (Brazil),Florida,Air,2021-12-11,Delta,Brazil,Lehigh Acres,2021-12-11
9725,4,Portuguese (Brazil),Florida,Air,2021-12-11,Delta,Brazil,Lehigh Acres,2021-12-11
9725,4,Portuguese (Brazil),Florida,Air,2021-12-11,Delta,Brazil,Lehigh Acres,2021-12-11
9726,3,Spanish,Washington,Air,2021-12-11,Delta,Venezuela,East Wenatchee,2021-12-11
9726,3,Spanish,Washington,Air,2021-12-11,Delta,Venezuela,East Wenatchee,2021-12-11
9726,3,Spanish,Washington,Air,2021-12-11,Delta,Venezuela,East Wenatchee,2021-12-11
9727,4,Spanish,Indiana,Air,2021-12-11,American,Venezuela,Goshen,2021-12-11
9727,4,Spanish,Indiana,Air,2021-12-11,American,Venezuela,Goshen,2021-12-11
9727,4,Spanish,Indiana,Air,2021-12-11,American,Venezuela,Goshen,2021-12-11
9727,4,Spanish,Indiana,Air,2021-12-11,American,Venezuela,Goshen,2021-12-11
9728,4,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9728,4,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9728,4,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9728,4,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9729,3,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9729,3,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9729,3,Creole,New York,Air,2021-12-11,American,Haiti,Brooklyn,2021-12-11
9730,2,Spanish,New York,Air,2021-12-11,,Venezuela,Bronx,2021-12-11
9730,2,Spanish,New York,Air,2021-12-11,,Venezuela,Bronx,2021-12-11
9731,3,Spanish,Utah,,2021-12-11,,Venezuela,Saratoga Springs,2021-12-11
9731,3,Spanish,Utah,,2021-12-11,,Venezuela,Saratoga Springs,2021-12-11
9731,3,Spanish,Utah,,2021-12-11,,Venezuela,Saratoga Springs,2021-12-11
9732,3,Spanish,Georgia,Air,2021-12-11,Delta,Venezuela,Duluth,2021-12-11
9732,3,Spanish,Georgia,Air,2021-12-11,Delta,Venezuela,Duluth,2021-12-11
9732,3,Spanish,Georgia,Air,2021-12-11,Delta,Venezuela,Duluth,2021-12-11
9733,3,Spanish,Utah,Air,2021-12-11,Southwest,Venezuela,Midvale,2021-12-11
9733,3,Spanish,Utah,Air,2021-12-11,Southwest,Venezuela,Midvale,2021-12-11
9733,3,Spanish,Utah,Air,2021-12-11,Southwest,Venezuela,Midvale,2021-12-11
9734,3,Spanish,Utah,Air,2021-12-11,Delta,Venezuela,Herriman,2021-12-11
9734,3,Spanish,Utah,Air,2021-12-11,Delta,Venezuela,Herriman,2021-12-11
9734,3,Spanish,Utah,Air,2021-12-11,Delta,Venezuela,Herriman,2021-12-11
9735,3,Spanish,Florida,,2021-12-11,,Venezuela,Kissimmee,2021-12-11
9735,3,Spanish,Florida,,2021-12-11,,Venezuela,Kissimmee,2021-12-11
9735,3,Spanish,Florida,,2021-12-11,,Venezuela,Kissimmee,2021-12-11
9736,2,Spanish,Virginia,Air,2021-12-11,Delta,Venezuela,Charlottesville,2021-12-11
9736,2,Spanish,Virginia,Air,2021-12-11,Delta,Venezuela,Charlottesville,2021-12-11
9737,3,Spanish,New York,Air,2021-12-12,United,Venezuela,Haverstraw,2021-12-12
9737,3,Spanish,New York,Air,2021-12-12,United,Venezuela,Haverstraw,2021-12-12
9737,3,Spanish,New York,Air,2021-12-12,United,Venezuela,Haverstraw,2021-12-12
9738,3,Portuguese (Brazil),Pennsylvania,,2021-12-13,,Brazil,Philadelphia,2021-12-13
9738,3,Portuguese (Brazil),Pennsylvania,,2021-12-13,,Brazil,Philadelphia,2021-12-13
9738,3,Portuguese (Brazil),Pennsylvania,,2021-12-13,,Brazil,Philadelphia,2021-12-13
9739,2,Spanish,California,Air,2021-12-13,Delta,Colombia,Redwood City,2021-12-13
9739,2,Spanish,California,Air,2021-12-13,Delta,Colombia,Redwood City,2021-12-13
9740,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Destin,2021-12-13
9740,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Destin,2021-12-13
9740,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Destin,2021-12-13
9741,3,Spanish,New York,,2021-12-13,,Colombia,Bayside,2021-12-13
9741,3,Spanish,New York,,2021-12-13,,Colombia,Bayside,2021-12-13
9741,3,Spanish,New York,,2021-12-13,,Colombia,Bayside,2021-12-13
9742,3,Spanish,New York,Other,2021-12-13,,Colombia,New Rochelle,2021-12-13
9742,3,Spanish,New York,Other,2021-12-13,,Colombia,New Rochelle,2021-12-13
9742,3,Spanish,New York,Other,2021-12-13,,Colombia,New Rochelle,2021-12-13
9743,3,Spanish,North Carolina,Air,2021-12-13,Delta,Venezuela,Smithfield,2021-12-13
9743,3,Spanish,North Carolina,Air,2021-12-13,Delta,Venezuela,Smithfield,2021-12-13
9743,3,Spanish,North Carolina,Air,2021-12-13,Delta,Venezuela,Smithfield,2021-12-13
9744,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Lehigh Acres,2021-12-13
9744,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Lehigh Acres,2021-12-13
9744,3,Portuguese (Brazil),Florida,,2021-12-13,,Brazil,Lehigh Acres,2021-12-13
9745,3,Spanish,New Jersey,,2021-12-13,,Cuba,West New York,2021-12-13
9745,3,Spanish,New Jersey,,2021-12-13,,Cuba,West New York,2021-12-13
9745,3,Spanish,New Jersey,,2021-12-13,,Cuba,West New York,2021-12-13
9746,2,Spanish,New Jersey,Air,2021-12-13,United,Peru,Plainfield,2021-12-13
9746,2,Spanish,New Jersey,Air,2021-12-13,United,Peru,Plainfield,2021-12-13
9747,2,Spanish,Florida,Air,2021-12-13,Southwest,Nicaragua,Miami,2021-12-13
9747,2,Spanish,Florida,Air,2021-12-13,Southwest,Nicaragua,Miami,2021-12-13
9748,3,Portuguese (Brazil),Massachusetts,,2021-12-13,,Brazil,Malden,2021-12-13
9748,3,Portuguese (Brazil),Massachusetts,,2021-12-13,,Brazil,Malden,2021-12-13
9748,3,Portuguese (Brazil),Massachusetts,,2021-12-13,,Brazil,Malden,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9749,6,Spanish,Florida,,2021-12-13,,Colombia,Fort Lauderdale,2021-12-13
9750,3,Spanish,Florida,,2021-12-13,,Cuba,Miami,2021-12-13
9750,3,Spanish,Florida,,2021-12-13,,Cuba,Miami,2021-12-13
9750,3,Spanish,Florida,,2021-12-13,,Cuba,Miami,2021-12-13
9751,2,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9751,2,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9752,3,Portuguese (Brazil),Ohio,Air,2021-12-13,Delta,Brazil,Columbus,2021-12-13
9752,3,Portuguese (Brazil),Ohio,Air,2021-12-13,Delta,Brazil,Columbus,2021-12-13
9752,3,Portuguese (Brazil),Ohio,Air,2021-12-13,Delta,Brazil,Columbus,2021-12-13
9753,3,Hindi,California,Private Vehicle,2021-12-13,,India,Manteca,2021-12-13
9753,3,Hindi,California,Private Vehicle,2021-12-13,,India,Manteca,2021-12-13
9753,3,Hindi,California,Private Vehicle,2021-12-13,,India,Manteca,2021-12-13
9754,3,Portuguese (Brazil),North Carolina,,2021-12-13,,Brazil,Charlotte,2021-12-13
9754,3,Portuguese (Brazil),North Carolina,,2021-12-13,,Brazil,Charlotte,2021-12-13
9754,3,Portuguese (Brazil),North Carolina,,2021-12-13,,Brazil,Charlotte,2021-12-13
9755,4,Hindi,Tennessee,Air,2021-12-13,American,India,Goodlettsville,2021-12-13
9755,4,Hindi,Tennessee,Air,2021-12-13,American,India,Goodlettsville,2021-12-13
9755,4,Hindi,Tennessee,Air,2021-12-13,American,India,Goodlettsville,2021-12-13
9755,4,Hindi,Tennessee,Air,2021-12-13,American,India,Goodlettsville,2021-12-13
9756,3,Spanish,Louisiana,,2021-12-13,,Nicaragua,Harvey,2021-12-13
9756,3,Spanish,Louisiana,,2021-12-13,,Nicaragua,Harvey,2021-12-13
9756,3,Spanish,Louisiana,,2021-12-13,,Nicaragua,Harvey,2021-12-13
9757,3,Spanish,Texas,Air,2021-12-13,American,Venezuela,Fort Worth,2021-12-13
9757,3,Spanish,Texas,Air,2021-12-13,American,Venezuela,Fort Worth,2021-12-13
9757,3,Spanish,Texas,Air,2021-12-13,American,Venezuela,Fort Worth,2021-12-13
9758,3,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Joliet,2021-12-13
9758,3,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Joliet,2021-12-13
9758,3,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Joliet,2021-12-13
9759,3,Portuguese (Brazil),Florida,Air,2021-12-13,American,Brazil,Cape Coral,2021-12-13
9759,3,Portuguese (Brazil),Florida,Air,2021-12-13,American,Brazil,Cape Coral,2021-12-13
9759,3,Portuguese (Brazil),Florida,Air,2021-12-13,American,Brazil,Cape Coral,2021-12-13
9760,3,Russian,Illinois,Air,2021-12-13,Southwest,Russia,Wheeling,2021-12-13
9760,3,Russian,Illinois,Air,2021-12-13,Southwest,Russia,Wheeling,2021-12-13
9760,3,Russian,Illinois,Air,2021-12-13,Southwest,Russia,Wheeling,2021-12-13
9761,2,Spanish,New York,Air,2021-12-13,United,Venezuela,Farmingville,2021-12-13
9761,2,Spanish,New York,Air,2021-12-13,United,Venezuela,Farmingville,2021-12-13
9762,3,Portuguese (Brazil),Massachusetts,Air,2021-12-13,Delta,Brazil,Lowell,2021-12-13
9762,3,Portuguese (Brazil),Massachusetts,Air,2021-12-13,Delta,Brazil,Lowell,2021-12-13
9762,3,Portuguese (Brazil),Massachusetts,Air,2021-12-13,Delta,Brazil,Lowell,2021-12-13
9763,4,Spanish,Z,Air,2021-12-13,,Venezuela,Z,2021-12-13
9763,4,Spanish,Z,Air,2021-12-13,,Venezuela,Z,2021-12-13
9763,4,Spanish,Z,Air,2021-12-13,,Venezuela,Z,2021-12-13
9763,4,Spanish,Z,Air,2021-12-13,,Venezuela,Z,2021-12-13
9764,4,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Chicago,2021-12-13
9764,4,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Chicago,2021-12-13
9764,4,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Chicago,2021-12-13
9764,4,Spanish,Illinois,Air,2021-12-13,Southwest,Venezuela,Chicago,2021-12-13
9765,2,Spanish,Kentucky,,2021-12-13,,Venezuela,Erlanger,2021-12-13
9765,2,Spanish,Kentucky,,2021-12-13,,Venezuela,Erlanger,2021-12-13
9766,3,Spanish,Florida,Air,2021-12-13,Sun Country,Venezuela,Orlando,2021-12-13
9766,3,Spanish,Florida,Air,2021-12-13,Sun Country,Venezuela,Orlando,2021-12-13
9766,3,Spanish,Florida,Air,2021-12-13,Sun Country,Venezuela,Orlando,2021-12-13
9767,2,Spanish,Z,"PHX (airline&time in ""Other Notes"", not in normal columns)",2021-12-13,,Venezuela,Z,2021-12-13
9767,2,Spanish,Z,"PHX (airline&time in ""Other Notes"", not in normal columns)",2021-12-13,,Venezuela,Z,2021-12-13
9768,4,Spanish,Florida,Air,2021-12-13,Southwest,Cuba,Opa Locka,2021-12-13
9768,4,Spanish,Florida,Air,2021-12-13,Southwest,Cuba,Opa Locka,2021-12-13
9768,4,Spanish,Florida,Air,2021-12-13,Southwest,Cuba,Opa Locka,2021-12-13
9768,4,Spanish,Florida,Air,2021-12-13,Southwest,Cuba,Opa Locka,2021-12-13
9769,3,Spanish,Georgia,Air,2021-12-13,Delta,Venezuela,Lawrenceville,2021-12-13
9769,3,Spanish,Georgia,Air,2021-12-13,Delta,Venezuela,Lawrenceville,2021-12-13
9769,3,Spanish,Georgia,Air,2021-12-13,Delta,Venezuela,Lawrenceville,2021-12-13
9770,3,Spanish,Florida,"PHX (airline&time in ""Other Notes"", not in normal columns)",2021-12-13,,Venezuela,Winter Garden,2021-12-13
9770,3,Spanish,Florida,"PHX (airline&time in ""Other Notes"", not in normal columns)",2021-12-13,,Venezuela,Winter Garden,2021-12-13
9770,3,Spanish,Florida,"PHX (airline&time in ""Other Notes"", not in normal columns)",2021-12-13,,Venezuela,Winter Garden,2021-12-13
9771,3,Spanish,Florida,Air,2021-12-13,Delta,Venezuela,Miami,2021-12-13
9771,3,Spanish,Florida,Air,2021-12-13,Delta,Venezuela,Miami,2021-12-13
9771,3,Spanish,Florida,Air,2021-12-13,Delta,Venezuela,Miami,2021-12-13
9772,2,Spanish,Illinois,,2021-12-13,,Venezuela,Chicago,2021-12-13
9772,2,Spanish,Illinois,,2021-12-13,,Venezuela,Chicago,2021-12-13
9773,3,Portuguese (Brazil),Louisiana,,2021-12-13,,Brazil,New Orleans,2021-12-13
9773,3,Portuguese (Brazil),Louisiana,,2021-12-13,,Brazil,New Orleans,2021-12-13
9773,3,Portuguese (Brazil),Louisiana,,2021-12-13,,Brazil,New Orleans,2021-12-13
9774,4,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9774,4,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9774,4,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9774,4,Portuguese (Brazil),Pennsylvania,Air,2021-12-13,American,Brazil,Philadelphia,2021-12-13
9775,2,Spanish,Pennsylvania,Air,2021-12-13,American,Venezuela,Verona,2021-12-13
9775,2,Spanish,Pennsylvania,Air,2021-12-13,American,Venezuela,Verona,2021-12-13
9776,2,Spanish,Louisiana,Air,2021-12-13,American,Nicaragua,Kenner,2021-12-13
9776,2,Spanish,Louisiana,Air,2021-12-13,American,Nicaragua,Kenner,2021-12-13
9777,2,Spanish,Iowa,Air,2021-12-13,Delta,Nicaragua,Hawarden,2021-12-13
9777,2,Spanish,Iowa,Air,2021-12-13,Delta,Nicaragua,Hawarden,2021-12-13
9778,2,Spanish,Maryland,Air,2021-12-13,American,Peru,Laurel,2021-12-13
9778,2,Spanish,Maryland,Air,2021-12-13,American,Peru,Laurel,2021-12-13
9779,4,Spanish,New Jersey,Air,2021-12-13,American,Peru,Passaic,2021-12-13
9779,4,Spanish,New Jersey,Air,2021-12-13,American,Peru,Passaic,2021-12-13
9779,4,Spanish,New Jersey,Air,2021-12-13,American,Peru,Passaic,2021-12-13
9779,4,Spanish,New Jersey,Air,2021-12-13,American,Peru,Passaic,2021-12-13
9780,2,Portuguese (Brazil),Louisiana,Air,2021-12-13,American,Brazil,Metairie,2021-12-13
9780,2,Portuguese (Brazil),Louisiana,Air,2021-12-13,American,Brazil,Metairie,2021-12-13
9781,2,Spanish,Virginia,Air,2021-12-13,American,Peru,Annandale,2021-12-13
9781,2,Spanish,Virginia,Air,2021-12-13,American,Peru,Annandale,2021-12-13
9782,2,Spanish,Wisconsin,Air,2021-12-13,American,Nicaragua,Luxemburg,2021-12-13
9782,2,Spanish,Wisconsin,Air,2021-12-13,American,Nicaragua,Luxemburg,2021-12-13
9783,4,Portuguese (Brazil),Massachusetts,Air,2021-12-13,American,Brazil,Somerville,2021-12-13
9783,4,Portuguese (Brazil),Massachusetts,Air,2021-12-13,American,Brazil,Somerville,2021-12-13
9783,4,Portuguese (Brazil),Massachusetts,Air,2021-12-13,American,Brazil,Somerville,2021-12-13
9783,4,Portuguese (Brazil),Massachusetts,Air,2021-12-13,American,Brazil,Somerville,2021-12-13
9784,3,Spanish,Florida,Air,2021-12-13,Southwest,Peru,Miami,2021-12-13
9784,3,Spanish,Florida,Air,2021-12-13,Southwest,Peru,Miami,2021-12-13
9784,3,Spanish,Florida,Air,2021-12-13,Southwest,Peru,Miami,2021-12-13
9785,3,Spanish,New Jersey,Air,2021-12-13,American,Peru,West New York,2021-12-13
9785,3,Spanish,New Jersey,Air,2021-12-13,American,Peru,West New York,2021-12-13
9785,3,Spanish,New Jersey,Air,2021-12-13,American,Peru,West New York,2021-12-13
9786,3,Spanish,California,Air,2021-12-13,Delta,Colombia,San Jose,2021-12-13
9786,3,Spanish,California,Air,2021-12-13,Delta,Colombia,San Jose,2021-12-13
9786,3,Spanish,California,Air,2021-12-13,Delta,Colombia,San Jose,2021-12-13
9787,2,Spanish,New York,Air,2021-12-13,United,Peru,Staten Island,2021-12-13
9787,2,Spanish,New York,Air,2021-12-13,United,Peru,Staten Island,2021-12-13
9788,3,Spanish,Georgia,Air,2021-12-13,American,Nicaragua,Riverdale,2021-12-13
9788,3,Spanish,Georgia,Air,2021-12-13,American,Nicaragua,Riverdale,2021-12-13
9788,3,Spanish,Georgia,Air,2021-12-13,American,Nicaragua,Riverdale,2021-12-13
9789,4,Spanish,Wisconsin,Air,2021-12-13,Delta,Nicaragua,Milwaukee,2021-12-13
9789,4,Spanish,Wisconsin,Air,2021-12-13,Delta,Nicaragua,Milwaukee,2021-12-13
9789,4,Spanish,Wisconsin,Air,2021-12-13,Delta,Nicaragua,Milwaukee,2021-12-13
9789,4,Spanish,Wisconsin,Air,2021-12-13,Delta,Nicaragua,Milwaukee,2021-12-13
9790,2,Spanish,California,,2021-12-13,,Honduras,Los Angeles,2021-12-13
9790,2,Spanish,California,,2021-12-13,,Honduras,Los Angeles,2021-12-13
9791,3,Portuguese (Brazil),New Jersey,Private Vehicle,2021-12-13,,Brazil,Maple Shade,2021-12-13
9791,3,Portuguese (Brazil),New Jersey,Private Vehicle,2021-12-13,,Brazil,Maple Shade,2021-12-13
9791,3,Portuguese (Brazil),New Jersey,Private Vehicle,2021-12-13,,Brazil,Maple Shade,2021-12-13
9792,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Stuart,2021-12-13
9792,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Stuart,2021-12-13
9792,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Stuart,2021-12-13
9793,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Jacksonville,2021-12-13
9793,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Jacksonville,2021-12-13
9793,3,Spanish,Florida,Air,2021-12-13,American,Venezuela,Jacksonville,2021-12-13
9794,1,Spanish,Texas,Air,2021-12-14,United,Venezuela,Spring,2021-12-14
9795,1,Spanish,Florida,Air,2021-12-14,American,Cuba,Deltona,2021-12-14
9796,2,Portuguese (Brazil),New Jersey,Air,2021-12-14,American,Brazil,Eatontown,2021-12-14
9796,2,Portuguese (Brazil),New Jersey,Air,2021-12-14,American,Brazil,Eatontown,2021-12-14
9797,2,Spanish,California,Bus,2021-12-14,Greyhound,Nicaragua,Highland,2021-12-14
9797,2,Spanish,California,Bus,2021-12-14,Greyhound,Nicaragua,Highland,2021-12-14
9798,3,Spanish,Wisconsin,Bus,2021-12-14,Groome,Nicaragua,Madison,2021-12-14
9798,3,Spanish,Wisconsin,Bus,2021-12-14,Groome,Nicaragua,Madison,2021-12-14
9798,3,Spanish,Wisconsin,Bus,2021-12-14,Groome,Nicaragua,Madison,2021-12-14
9799,2,Spanish,New York,,2021-12-14,,Peru,Staten Island,2021-12-14
9799,2,Spanish,New York,,2021-12-14,,Peru,Staten Island,2021-12-14
9800,3,Creole,Florida,Air,2021-12-14,Delta,Haiti,Belle Glade,2021-12-14
9800,3,Creole,Florida,Air,2021-12-14,Delta,Haiti,Belle Glade,2021-12-14
9800,3,Creole,Florida,Air,2021-12-14,Delta,Haiti,Belle Glade,2021-12-14
9801,3,Portuguese (Brazil),Florida,Air,2021-12-14,American,Brazil,Bradenton,2021-12-14
9801,3,Portuguese (Brazil),Florida,Air,2021-12-14,American,Brazil,Bradenton,2021-12-14
9801,3,Portuguese (Brazil),Florida,Air,2021-12-14,American,Brazil,Bradenton,2021-12-14
