,number_in_party,language,destination,method_of_travel,departure_date,company,country_of_origin,destination_city,arrival_date
1809,3,Spanish,Florida - FL,Air,2021-06-01,Southwest,Cuba,,2021-06-01
1809,3,Spanish,Florida - FL,Air,2021-06-01,Southwest,Cuba,,2021-06-01
1810,2,Portuguese,Connecticut - CT,Air,2021-06-01,United,Brazil,,2021-06-01
1810,2,Portuguese,Connecticut - CT,Air,2021-06-01,United,Brazil,,2021-06-01
1811,3,Portuguese,Connecticut - CT,Air,2021-06-01,Delta,Brazil,,2021-06-01
1811,3,Portuguese,Connecticut - CT,Air,2021-06-01,Delta,Brazil,,2021-06-01
1811,3,Portuguese,Connecticut - CT,Air,2021-06-01,Delta,Brazil,,2021-06-01
1812,4,Spanish,New York - NY,Air,2021-06-01,American,Ecuador,,2021-06-01
1812,4,Spanish,New York - NY,Air,2021-06-01,American,Ecuador,,2021-06-01
1812,4,Spanish,New York - NY,Air,2021-06-01,American,Ecuador,,2021-06-01
1812,4,Spanish,New York - NY,Air,2021-06-01,American,Ecuador,,2021-06-01
1813,1,Spanish,Texas - TX,,2021-06-01,,Mexico,,2021-06-01
1814,2,Spanish,California - CA,Bus,2021-06-01,Greyhound,Mexico,,2021-06-01
1814,2,Spanish,California - CA,Bus,2021-06-01,Greyhound,Mexico,,2021-06-01
1815,2,Spanish,California - CA,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1815,2,Spanish,California - CA,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1816,4,Spanish,Missouri - MO,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1816,4,Spanish,Missouri - MO,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1816,4,Spanish,Missouri - MO,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1816,4,Spanish,Missouri - MO,Air,2021-06-01,Southwest,Mexico,,2021-06-01
1817,3,Spanish,Virginia - VA,Air,2021-06-01,Delta,Honduras,,2021-06-01
1817,3,Spanish,Virginia - VA,Air,2021-06-01,Delta,Honduras,,2021-06-01
1817,3,Spanish,Virginia - VA,Air,2021-06-01,Delta,Honduras,,2021-06-01
1818,3,Spanish,Delaware - DE,Air,2021-06-01,American,Mexico,,2021-06-01
1818,3,Spanish,Delaware - DE,Air,2021-06-01,American,Mexico,,2021-06-01
1818,3,Spanish,Delaware - DE,Air,2021-06-01,American,Mexico,,2021-06-01
1819,4,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1819,4,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1819,4,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1819,4,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1820,2,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1820,2,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1821,2,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1821,2,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1822,2,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1822,2,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1823,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1823,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1823,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1824,2,Portuguese,Massachusetts - MA,Air,2021-06-01,Delta,Brazil,,2021-06-01
1824,2,Portuguese,Massachusetts - MA,Air,2021-06-01,Delta,Brazil,,2021-06-01
1825,3,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1825,3,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1825,3,Portuguese,Massachusetts - MA,Air,2021-06-01,American,Brazil,,2021-06-01
1826,3,Spanish,New Jersey - NJ,Air,2021-06-01,American,Ecuador,,2021-06-01
1826,3,Spanish,New Jersey - NJ,Air,2021-06-01,American,Ecuador,,2021-06-01
1826,3,Spanish,New Jersey - NJ,Air,2021-06-01,American,Ecuador,,2021-06-01
1827,4,,Florida - FL,Air,2021-06-01,American,Nicaragua,,2021-06-01
1827,4,,Florida - FL,Air,2021-06-01,American,Nicaragua,,2021-06-01
1827,4,,Florida - FL,Air,2021-06-01,American,Nicaragua,,2021-06-01
1827,4,,Florida - FL,Air,2021-06-01,American,Nicaragua,,2021-06-01
1828,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1828,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1828,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1829,3,Portuguese,Florida - FL,Air,2021-06-01,Southwest,Brazil,,2021-06-01
1829,3,Portuguese,Florida - FL,Air,2021-06-01,Southwest,Brazil,,2021-06-01
1829,3,Portuguese,Florida - FL,Air,2021-06-01,Southwest,Brazil,,2021-06-01
1830,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1830,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1830,3,Spanish,New York - NY,Air,2021-06-01,Delta,Ecuador,,2021-06-01
1831,1,Spanish,Florida - FL,Air,2021-06-01,United,Venezuela,,2021-06-01
1832,3,Spanish,California - CA,,2021-06-01,,,,2021-06-01
1832,3,Spanish,California - CA,,2021-06-01,,,,2021-06-01
1832,3,Spanish,California - CA,,2021-06-01,,,,2021-06-01
1833,2,Portuguese,Massachusetts - MA,Air,2021-06-01,Delta,Brazil,,2021-06-01
1833,2,Portuguese,Massachusetts - MA,Air,2021-06-01,Delta,Brazil,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1834,6,Romanian,Tennessee - TN,,2021-06-01,,Romania,,2021-06-01
1835,3,Portuguese,New York - NY,Air,2021-06-01,American,Brazil,,2021-06-01
1835,3,Portuguese,New York - NY,Air,2021-06-01,American,Brazil,,2021-06-01
1835,3,Portuguese,New York - NY,Air,2021-06-01,American,Brazil,,2021-06-01
1836,5,Spanish,California - CA,Bus,2021-06-01,Greyhound,,,2021-06-01
1836,5,Spanish,California - CA,Bus,2021-06-01,Greyhound,,,2021-06-01
1836,5,Spanish,California - CA,Bus,2021-06-01,Greyhound,,,2021-06-01
1836,5,Spanish,California - CA,Bus,2021-06-01,Greyhound,,,2021-06-01
1836,5,Spanish,California - CA,Bus,2021-06-01,Greyhound,,,2021-06-01
1837,1,Portuguese,New Jersey - NJ,Air,2021-06-01,American,,,2021-06-01
1838,1,French,North Carolina - NC,Air,2021-06-01,Delta,,,2021-06-01
1839,3,Spanish,South Carolina - SC,,2021-06-01,,Mexico,,2021-06-01
1839,3,Spanish,South Carolina - SC,,2021-06-01,,Mexico,,2021-06-01
1839,3,Spanish,South Carolina - SC,,2021-06-01,,Mexico,,2021-06-01
1840,2,Spanish,New Jersey - NJ,,2021-06-01,,Guatemala,,2021-06-01
1840,2,Spanish,New Jersey - NJ,,2021-06-01,,Guatemala,,2021-06-01
1841,2,Spanish,Florida - FL,,2021-06-01,,Honduras,,2021-06-01
1841,2,Spanish,Florida - FL,,2021-06-01,,Honduras,,2021-06-01
1842,4,Spanish,Alabama - AL,,2021-06-01,,Mexico,,2021-06-01
1842,4,Spanish,Alabama - AL,,2021-06-01,,Mexico,,2021-06-01
1842,4,Spanish,Alabama - AL,,2021-06-01,,Mexico,,2021-06-01
1842,4,Spanish,Alabama - AL,,2021-06-01,,Mexico,,2021-06-01
1843,4,Spanish,Texas - TX,,2021-06-01,,Honduras,,2021-06-01
1843,4,Spanish,Texas - TX,,2021-06-01,,Honduras,,2021-06-01
1843,4,Spanish,Texas - TX,,2021-06-01,,Honduras,,2021-06-01
1843,4,Spanish,Texas - TX,,2021-06-01,,Honduras,,2021-06-01
1844,3,Spanish,Illinois - IL,air,2021-06-02,American,Ecuador,,2021-06-02
1844,3,Spanish,Illinois - IL,air,2021-06-02,American,Ecuador,,2021-06-02
1844,3,Spanish,Illinois - IL,air,2021-06-02,American,Ecuador,,2021-06-02
1845,2,Spanish,New York - NY,Air,2021-06-02,American,Ecuador,,2021-06-02
1845,2,Spanish,New York - NY,Air,2021-06-02,American,Ecuador,,2021-06-02
1846,2,Spanish,Massachusetts - MA,Air,2021-06-02,American,Brazil,,2021-06-02
1846,2,Spanish,Massachusetts - MA,Air,2021-06-02,American,Brazil,,2021-06-02
1847,3,Spanish,California - CA,,2021-06-02,,Nicaragua,,2021-06-02
1847,3,Spanish,California - CA,,2021-06-02,,Nicaragua,,2021-06-02
1847,3,Spanish,California - CA,,2021-06-02,,Nicaragua,,2021-06-02
1848,3,Kichwa,New York - NY,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1848,3,Kichwa,New York - NY,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1848,3,Kichwa,New York - NY,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1849,3,Portuguese,New Jersey - NJ,Air,2021-06-02,United,Brazil,,2021-06-02
1849,3,Portuguese,New Jersey - NJ,Air,2021-06-02,United,Brazil,,2021-06-02
1849,3,Portuguese,New Jersey - NJ,Air,2021-06-02,United,Brazil,,2021-06-02
1850,3,Spanish,Illinois - IL,Air,2021-06-02,American,Ecuador,,2021-06-02
1850,3,Spanish,Illinois - IL,Air,2021-06-02,American,Ecuador,,2021-06-02
1850,3,Spanish,Illinois - IL,Air,2021-06-02,American,Ecuador,,2021-06-02
1851,3,Spanish,Minnesota - MN,Air,2021-06-02,American,Ecuador,,2021-06-02
1851,3,Spanish,Minnesota - MN,Air,2021-06-02,American,Ecuador,,2021-06-02
1851,3,Spanish,Minnesota - MN,Air,2021-06-02,American,Ecuador,,2021-06-02
1852,3,Kichwa,New Jersey - NJ,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1852,3,Kichwa,New Jersey - NJ,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1852,3,Kichwa,New Jersey - NJ,Air,2021-06-02,Delta,Ecuador,,2021-06-02
1853,3,Portuguese,New Jersey - NJ,Air,2021-06-02,Delta,Brazil,,2021-06-02
1853,3,Portuguese,New Jersey - NJ,Air,2021-06-02,Delta,Brazil,,2021-06-02
1853,3,Portuguese,New Jersey - NJ,Air,2021-06-02,Delta,Brazil,,2021-06-02
1854,4,Spanish,Florida - FL,,2021-06-02,,Cuba,,2021-06-02
1854,4,Spanish,Florida - FL,,2021-06-02,,Cuba,,2021-06-02
1854,4,Spanish,Florida - FL,,2021-06-02,,Cuba,,2021-06-02
1854,4,Spanish,Florida - FL,,2021-06-02,,Cuba,,2021-06-02
1855,4,Spanish,Massachusetts - MA,,2021-06-02,,Ecuador,,2021-06-02
1855,4,Spanish,Massachusetts - MA,,2021-06-02,,Ecuador,,2021-06-02
1855,4,Spanish,Massachusetts - MA,,2021-06-02,,Ecuador,,2021-06-02
1855,4,Spanish,Massachusetts - MA,,2021-06-02,,Ecuador,,2021-06-02
1856,3,Spanish,"Los Angeles, CA",Bus,2021-06-02,Greyhound,Honduras,,2021-06-02
1856,3,Spanish,"Los Angeles, CA",Bus,2021-06-02,Greyhound,Honduras,,2021-06-02
1856,3,Spanish,"Los Angeles, CA",Bus,2021-06-02,Greyhound,Honduras,,2021-06-02
1857,3,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1857,3,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1857,3,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1858,2,Spanish,"Beaumont, TX",Bus,2021-06-02,Greyhound,Honduras,,2021-06-02
1858,2,Spanish,"Beaumont, TX",Bus,2021-06-02,Greyhound,Honduras,,2021-06-02
1859,2,Spanish,Oklahoma - OK,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1859,2,Spanish,Oklahoma - OK,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1860,1,Spanish,North Carolina - NC,,2021-06-02,,Honduras,,2021-06-02
1861,4,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1861,4,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1861,4,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1861,4,Spanish,California - CA,Bus,2021-06-02,Greyhound,Mexico,,2021-06-02
1862,4,Portuguese,South Carolina - SC,Air,2021-06-02,Delta,Brazil,,2021-06-02
1862,4,Portuguese,South Carolina - SC,Air,2021-06-02,Delta,Brazil,,2021-06-02
1862,4,Portuguese,South Carolina - SC,Air,2021-06-02,Delta,Brazil,,2021-06-02
1862,4,Portuguese,South Carolina - SC,Air,2021-06-02,Delta,Brazil,,2021-06-02
1863,2,Spanish,Florida - FL,Air,2021-06-02,Southwest,Mexico,,2021-06-02
1863,2,Spanish,Florida - FL,Air,2021-06-02,Southwest,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1864,6,Spanish,Florida - FL,,2021-06-02,,Mexico,,2021-06-02
1865,3,Spanish,Illinois - IL,Air,2021-06-02,American,Mexico,,2021-06-02
1865,3,Spanish,Illinois - IL,Air,2021-06-02,American,Mexico,,2021-06-02
1865,3,Spanish,Illinois - IL,Air,2021-06-02,American,Mexico,,2021-06-02
1866,3,Mam,Ohio - OH,Air,2021-06-02,Delta,Guatemala,,2021-06-02
1866,3,Mam,Ohio - OH,Air,2021-06-02,Delta,Guatemala,,2021-06-02
1866,3,Mam,Ohio - OH,Air,2021-06-02,Delta,Guatemala,,2021-06-02
1867,3,Spanish,New York - NY,Air,2021-06-03,United,Ecuador,,2021-06-03
1867,3,Spanish,New York - NY,Air,2021-06-03,United,Ecuador,,2021-06-03
1867,3,Spanish,New York - NY,Air,2021-06-03,United,Ecuador,,2021-06-03
1868,2,Spanish,New York - NY,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1868,2,Spanish,New York - NY,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1869,4,Spanish,Illinois - IL,Air,2021-06-03,United,Ecuador,,2021-06-03
1869,4,Spanish,Illinois - IL,Air,2021-06-03,United,Ecuador,,2021-06-03
1869,4,Spanish,Illinois - IL,Air,2021-06-03,United,Ecuador,,2021-06-03
1869,4,Spanish,Illinois - IL,Air,2021-06-03,United,Ecuador,,2021-06-03
1870,1,Spanish,New Jersey - NJ,Air,2021-06-03,United,Ecuador,,2021-06-03
1871,5,,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1871,5,,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1871,5,,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1871,5,,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1871,5,,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1872,3,,Illinois - IL,Air,2021-06-03,American,Mexico,,2021-06-03
1872,3,,Illinois - IL,Air,2021-06-03,American,Mexico,,2021-06-03
1872,3,,Illinois - IL,Air,2021-06-03,American,Mexico,,2021-06-03
1873,3,Spanish,Florida - FL,Air,2021-06-03,American,Guatemala,,2021-06-03
1873,3,Spanish,Florida - FL,Air,2021-06-03,American,Guatemala,,2021-06-03
1873,3,Spanish,Florida - FL,Air,2021-06-03,American,Guatemala,,2021-06-03
1874,3,Spanish,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1874,3,Spanish,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1874,3,Spanish,Texas - TX,Air,2021-06-03,American,Mexico,,2021-06-03
1875,1,Spanish,Virginia - VA,Air,2021-06-03,American,El Salvador,,2021-06-03
1876,2,Spanish,Washington - WA,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1876,2,Spanish,Washington - WA,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1877,2,Portuguese,New Jersey - NJ,Air,2021-06-03,American,Brazil,,2021-06-03
1877,2,Portuguese,New Jersey - NJ,Air,2021-06-03,American,Brazil,,2021-06-03
1878,2,Spanish,Minnesota - MN,Air,2021-06-03,American,Ecuador,,2021-06-03
1878,2,Spanish,Minnesota - MN,Air,2021-06-03,American,Ecuador,,2021-06-03
1879,2,Spanish,New York - NY,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1879,2,Spanish,New York - NY,Air,2021-06-03,Delta,Ecuador,,2021-06-03
1880,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1880,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1880,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1880,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1881,3,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1881,3,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1881,3,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1882,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1882,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1882,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1882,4,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1883,1,Spanish,Washington - WA,,2021-06-03,,Mexico,,2021-06-03
1884,3,Spanish,New York - NY,Air,2021-06-04,United,Ecuador,,2021-06-04
1884,3,Spanish,New York - NY,Air,2021-06-04,United,Ecuador,,2021-06-04
1884,3,Spanish,New York - NY,Air,2021-06-04,United,Ecuador,,2021-06-04
1885,3,Spanish,Pennsylvania - PA,Air,2021-06-04,Delta,Ecuador,,2021-06-04
1885,3,Spanish,Pennsylvania - PA,Air,2021-06-04,Delta,Ecuador,,2021-06-04
1885,3,Spanish,Pennsylvania - PA,Air,2021-06-04,Delta,Ecuador,,2021-06-04
1886,2,Spanish,California - CA,Air,2021-06-04,Delta,Peru,,2021-06-04
1886,2,Spanish,California - CA,Air,2021-06-04,Delta,Peru,,2021-06-04
1887,3,Portuguese,New Jersey - NJ,Air,2021-06-04,Delta,Brazil,,2021-06-04
1887,3,Portuguese,New Jersey - NJ,Air,2021-06-04,Delta,Brazil,,2021-06-04
1887,3,Portuguese,New Jersey - NJ,Air,2021-06-04,Delta,Brazil,,2021-06-04
1888,3,Spanish,Texas - TX,Air,2021-06-04,Southwest,Honduras,,2021-06-04
1888,3,Spanish,Texas - TX,Air,2021-06-04,Southwest,Honduras,,2021-06-04
1888,3,Spanish,Texas - TX,Air,2021-06-04,Southwest,Honduras,,2021-06-04
1889,3,Spanish,California - CA,Air,2021-06-04,Southwest,Mexico,,2021-06-04
1889,3,Spanish,California - CA,Air,2021-06-04,Southwest,Mexico,,2021-06-04
1889,3,Spanish,California - CA,Air,2021-06-04,Southwest,Mexico,,2021-06-04
1890,2,Spanish,Georgia - GA,Air,2021-06-04,Delta,Honduras,,2021-06-04
1890,2,Spanish,Georgia - GA,Air,2021-06-04,Delta,Honduras,,2021-06-04
1891,3,Spanish,Florida - FL,,2021-06-04,,Guatemala,,2021-06-04
1891,3,Spanish,Florida - FL,,2021-06-04,,Guatemala,,2021-06-04
1891,3,Spanish,Florida - FL,,2021-06-04,,Guatemala,,2021-06-04
1892,4,Spanish,Arizona - AZ,Private Vehicle,2021-06-04,,Mexico,,2021-06-04
1892,4,Spanish,Arizona - AZ,Private Vehicle,2021-06-04,,Mexico,,2021-06-04
1892,4,Spanish,Arizona - AZ,Private Vehicle,2021-06-04,,Mexico,,2021-06-04
1892,4,Spanish,Arizona - AZ,Private Vehicle,2021-06-04,,Mexico,,2021-06-04
1893,5,Spanish,California - CA,,2021-06-04,,Mexico,,2021-06-04
1893,5,Spanish,California - CA,,2021-06-04,,Mexico,,2021-06-04
1893,5,Spanish,California - CA,,2021-06-04,,Mexico,,2021-06-04
1893,5,Spanish,California - CA,,2021-06-04,,Mexico,,2021-06-04
1893,5,Spanish,California - CA,,2021-06-04,,Mexico,,2021-06-04
1894,2,Spanish,California - CA,,2021-06-04,,Guatemala,,2021-06-04
1894,2,Spanish,California - CA,,2021-06-04,,Guatemala,,2021-06-04
1895,3,Spanish,Illinois - IL,,2021-06-04,,Honduras,,2021-06-04
1895,3,Spanish,Illinois - IL,,2021-06-04,,Honduras,,2021-06-04
1895,3,Spanish,Illinois - IL,,2021-06-04,,Honduras,,2021-06-04
1896,3,Spanish,California - CA,,2021-06-04,,Honduras,,2021-06-04
1896,3,Spanish,California - CA,,2021-06-04,,Honduras,,2021-06-04
1896,3,Spanish,California - CA,,2021-06-04,,Honduras,,2021-06-04
1897,2,Spanish,South Dakota - SD,Air,2021-06-05,American,Guatemala,,2021-06-05
1897,2,Spanish,South Dakota - SD,Air,2021-06-05,American,Guatemala,,2021-06-05
1898,2,Spanish,Minnesota - MN,Air,2021-06-05,Delta,Ecuador,,2021-06-05
1898,2,Spanish,Minnesota - MN,Air,2021-06-05,Delta,Ecuador,,2021-06-05
1899,2,Portuguese,South Carolina - SC,Air,2021-06-05,American,Brazil,,2021-06-05
1899,2,Portuguese,South Carolina - SC,Air,2021-06-05,American,Brazil,,2021-06-05
1900,2,Spanish,Illinois - IL,Air,2021-06-05,American,Venezuela,,2021-06-05
1900,2,Spanish,Illinois - IL,Air,2021-06-05,American,Venezuela,,2021-06-05
1901,3,Portuguese,Florida - FL,Air,2021-06-05,Delta,Brazil,,2021-06-05
1901,3,Portuguese,Florida - FL,Air,2021-06-05,Delta,Brazil,,2021-06-05
1901,3,Portuguese,Florida - FL,Air,2021-06-05,Delta,Brazil,,2021-06-05
1902,2,Portuguese,Massachusetts - MA,Air,2021-06-05,Delta,Brazil,,2021-06-05
1902,2,Portuguese,Massachusetts - MA,Air,2021-06-05,Delta,Brazil,,2021-06-05
1903,3,Portuguese,Massachusetts - MA,Air,2021-06-05,Delta,Brazil,,2021-06-05
1903,3,Portuguese,Massachusetts - MA,Air,2021-06-05,Delta,Brazil,,2021-06-05
1903,3,Portuguese,Massachusetts - MA,Air,2021-06-05,Delta,Brazil,,2021-06-05
1904,2,Portuguese,Pennsylvania - PA,Air,2021-06-05,American,Brazil,,2021-06-05
1904,2,Portuguese,Pennsylvania - PA,Air,2021-06-05,American,Brazil,,2021-06-05
1905,1,Spanish,New York - NY,Air,2021-06-05,American,Honduras,,2021-06-05
1906,1,Spanish,Vermont - VT,Air,2021-06-05,Delta,Honduras,,2021-06-05
1907,1,Spanish,Texas - TX,Air,2021-06-05,United,Honduras,,2021-06-05
1908,1,Spanish,Arizona - AZ,Air,2021-06-05,American,Honduras,,2021-06-05
1909,4,Spanish,Arizona - AZ,Bus,2021-06-05,,Mexico,,2021-06-05
1909,4,Spanish,Arizona - AZ,Bus,2021-06-05,,Mexico,,2021-06-05
1909,4,Spanish,Arizona - AZ,Bus,2021-06-05,,Mexico,,2021-06-05
1909,4,Spanish,Arizona - AZ,Bus,2021-06-05,,Mexico,,2021-06-05
1910,3,Spanish,Arizona - AZ,Air,2021-06-06,United,Honduras,,2021-06-06
1910,3,Spanish,Arizona - AZ,Air,2021-06-06,United,Honduras,,2021-06-06
1910,3,Spanish,Arizona - AZ,Air,2021-06-06,United,Honduras,,2021-06-06
1911,4,Spanish,Florida - FL,Air,2021-06-06,American,Cuba,,2021-06-06
1911,4,Spanish,Florida - FL,Air,2021-06-06,American,Cuba,,2021-06-06
1911,4,Spanish,Florida - FL,Air,2021-06-06,American,Cuba,,2021-06-06
1911,4,Spanish,Florida - FL,Air,2021-06-06,American,Cuba,,2021-06-06
1912,2,Spanish,New York - NY,Air,2021-06-06,American,Ecuador,,2021-06-06
1912,2,Spanish,New York - NY,Air,2021-06-06,American,Ecuador,,2021-06-06
1913,2,Spanish,New York - NY,Air,2021-06-06,Delta,Ecuador,,2021-06-06
1913,2,Spanish,New York - NY,Air,2021-06-06,Delta,Ecuador,,2021-06-06
1914,2,Spanish,California - CA,Air,2021-06-06,Southwest,Nicaragua,,2021-06-06
1914,2,Spanish,California - CA,Air,2021-06-06,Southwest,Nicaragua,,2021-06-06
1915,2,Portuguese,Pennsylvania - PA,Air,2021-06-06,American,Brazil,,2021-06-06
1915,2,Portuguese,Pennsylvania - PA,Air,2021-06-06,American,Brazil,,2021-06-06
1916,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1916,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1916,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1917,2,Spanish,New York - NY,Air,2021-06-06,Delta,Ecuador,,2021-06-06
1917,2,Spanish,New York - NY,Air,2021-06-06,Delta,Ecuador,,2021-06-06
1918,2,Portuguese,Massachusetts - MA,Air,2021-06-06,American,Brazil,,2021-06-06
1918,2,Portuguese,Massachusetts - MA,Air,2021-06-06,American,Brazil,,2021-06-06
1919,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1919,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1919,3,Spanish,Florida - FL,Air,2021-06-06,Delta,Cuba,,2021-06-06
1920,4,Portuguese,Connecticut - CT,Air,2021-06-06,American,Brazil,,2021-06-06
1920,4,Portuguese,Connecticut - CT,Air,2021-06-06,American,Brazil,,2021-06-06
1920,4,Portuguese,Connecticut - CT,Air,2021-06-06,American,Brazil,,2021-06-06
1920,4,Portuguese,Connecticut - CT,Air,2021-06-06,American,Brazil,,2021-06-06
1921,2,Spanish,New York - NY,Air,2021-06-06,United,Ecuador,,2021-06-06
1921,2,Spanish,New York - NY,Air,2021-06-06,United,Ecuador,,2021-06-06
1922,3,Spanish,New York - NY,,2021-06-06,,Ecuador,,2021-06-06
1922,3,Spanish,New York - NY,,2021-06-06,,Ecuador,,2021-06-06
1922,3,Spanish,New York - NY,,2021-06-06,,Ecuador,,2021-06-06
1923,2,Spanish,Connecticut - CT,,2021-06-06,,Ecuador,,2021-06-06
1923,2,Spanish,Connecticut - CT,,2021-06-06,,Ecuador,,2021-06-06
1924,3,Spanish,Georgia - GA,Air,2021-06-06,Southwest,Venezuela,,2021-06-06
1924,3,Spanish,Georgia - GA,Air,2021-06-06,Southwest,Venezuela,,2021-06-06
1924,3,Spanish,Georgia - GA,Air,2021-06-06,Southwest,Venezuela,,2021-06-06
1925,2,Spanish,Massachusetts - MA,Air,2021-06-06,American,Ecuador,,2021-06-06
1925,2,Spanish,Massachusetts - MA,Air,2021-06-06,American,Ecuador,,2021-06-06
1926,4,Spanish,Florida - FL,Air,2021-06-06,American,Venezuela,,2021-06-06
1926,4,Spanish,Florida - FL,Air,2021-06-06,American,Venezuela,,2021-06-06
1926,4,Spanish,Florida - FL,Air,2021-06-06,American,Venezuela,,2021-06-06
1926,4,Spanish,Florida - FL,Air,2021-06-06,American,Venezuela,,2021-06-06
1927,3,Spanish,New York - NY,Air,2021-06-06,American,Ecuador,,2021-06-06
